"id_stock","high","low","close","date"
"13","203.44","200.2","200.3","2025-06-24"
"13","203.67","200.6201","201.56","2025-06-25"
"13","202.64","199.46","201","2025-06-26"
"13","203.22","200","201.08","2025-06-27"
"13","207.39","199.2607","205.17","2025-06-30"
"13","210.1865","206.1401","207.82","2025-07-01"
"13","213.34","208.14","212.44","2025-07-02"
"13","214.65","211.8101","213.55","2025-07-03"
"13","216.23","208.8","209.95","2025-07-07"
"13","211.43","208.45","210.01","2025-07-08"
"13","211.33","207.22","211.14","2025-07-09"
"13","213.48","210.03","212.41","2025-07-10"
"13","212.13","209.86","211.16","2025-07-11"
"13","210.91","207.54","208.62","2025-07-14"
"13","211.89","208.92","209.11","2025-07-15"
"13","212.4","208.64","210.16","2025-07-16"
"13","211.8","209.59","210.02","2025-07-17"
"13","211.79","209.7045","211.18","2025-07-18"
"13","215.78","211.63","212.48","2025-07-21"
"13","214.95","212.2301","214.4","2025-07-22"
"13","215.15","212.41","214.15","2025-07-23"
"13","215.69","213.53","213.76","2025-07-24"
"13","215.24","213.4","213.88","2025-07-25"
"13","214.845","213.06","214.05","2025-07-28"
"13","214.81","210.82","211.27","2025-07-29"
"13","212.39","207.72","209.05","2025-07-30"
"13","209.84","207.16","207.57","2025-07-31"
"13","213.58","201.5","202.38","2025-08-01"
"13","207.88","201.675","203.35","2025-08-04"
"13","205.34","202.16","202.92","2025-08-05"
"13","215.38","205.59","213.25","2025-08-06"
"13","220.85","216.58","220.03","2025-08-07"
"13","231","219.25","229.35","2025-08-08"
"13","229.56","224.76","227.18","2025-08-11"
"13","230.8","227.07","229.65","2025-08-12"
"13","235","230.43","233.33","2025-08-13"
"13","235.12","230.85","232.78","2025-08-14"
"13","234.28","229.335","231.59","2025-08-15"
"13","233.12","230.11","230.89","2025-08-18"
"13","232.87","229.35","230.56","2025-08-19"
"13","230.47","225.77","226.01","2025-08-20"
"13","226.52","223.7804","224.9","2025-08-21"
"13","229.09","225.41","227.76","2025-08-22"
"13","229.3","226.23","227.16","2025-08-25"
"13","229.49","224.69","229.31","2025-08-26"
"13","230.9","228.26","230.49","2025-08-27"
"13","233.41","229.335","232.56","2025-08-28"
"13","233.38","231.37","232.14","2025-08-29"
"13","232.14","232.14","232.14","2025-09-01"
"13","230.85","226.97","229.72","2025-09-02"
"13","238.85","234.36","238.47","2025-09-03"
"13","239.8999","236.74","239.78","2025-09-04"
"13","241.32","238.4901","239.69","2025-09-05"
"13","240.15","236.34","237.88","2025-09-08"
"13","238.7805","233.36","234.35","2025-09-09"
"13","232.42","225.95","226.79","2025-09-10"
"13","230.45","226.65","230.03","2025-09-11"
"13","234.51","229.02","234.07","2025-09-12"
"13","238.19","235.03","236.7","2025-09-15"
"13","241.22","236.3235","238.15","2025-09-16"
"13","240.1","237.7301","238.99","2025-09-17"
"13","241.2","236.65","237.88","2025-09-18"
"13","246.3","240.2106","245.5","2025-09-19"
"13","256.64","248.12","256.08","2025-09-22"
"13","257.34","253.58","254.43","2025-09-23"
"13","255.74","251.04","252.31","2025-09-24"
"13","257.17","251.712","256.87","2025-09-25"
"13","257.6","253.78","255.46","2025-09-26"
"13","255","253.01","254.43","2025-09-29"
"13","255.919","253.11","254.63","2025-09-30"
"13","258.79","254.93","255.45","2025-10-01"
"13","258.18","254.15","257.13","2025-10-02"
"13","259.24","253.95","258.02","2025-10-03"
"13","259.07","255.05","256.69","2025-10-06"
"13","257.4","255.43","256.48","2025-10-07"
"13","258.52","256.11","258.06","2025-10-08"
"13","258","253.14","254.04","2025-10-09"
"13","256.38","244","245.27","2025-10-10"
"13","249.69","245.56","247.66","2025-10-13"
"13","248.845","244.7","247.77","2025-10-14"
"13","251.82","247.47","249.34","2025-10-15"
"13","249.04","245.13","247.45","2025-10-16"
"13","253.38","247.27","252.29","2025-10-17"
"13","264.375","255.63","262.24","2025-10-20"
"13","265.29","261.83","262.77","2025-10-21"
"13","262.85","255.43","258.45","2025-10-22"
"13","260.62","258.0101","259.58","2025-10-23"
"13","264.13","259.18","262.82","2025-10-24"
"13","269.12","264.6501","268.81","2025-10-27"
"13","269.89","268.15","269","2025-10-28"
"13","271.41","267.11","269.7","2025-10-29"
"13","274.14","268.48","271.4","2025-10-30"
"13","277.32","269.16","270.37","2025-10-31"
"13","270.85","266.25","269.05","2025-11-03"
"13","271.486","267.615","270.04","2025-11-04"
"13","271.7","266.93","270.14","2025-11-05"
"13","273.4","267.89","269.77","2025-11-06"
"13","272.29","266.77","268.47","2025-11-07"
"13","273.73","267.455","269.43","2025-11-10"
"13","275.91","269.8","275.25","2025-11-11"
"13","275.73","271.7","273.47","2025-11-12"
"13","276.699","272.09","272.95","2025-11-13"
"13","275.96","269.6","272.41","2025-11-14"
"13","270.49","265.73","267.46","2025-11-17"
"13","270.71","265.32","267.44","2025-11-18"
"13","272.21","265.5","268.56","2025-11-19"
"13","275.43","265.92","266.25","2025-11-20"
"13","273.33","265.67","271.49","2025-11-21"
"13","277","270.9","275.92","2025-11-24"
"13","280.38","275.25","276.97","2025-11-25"
"13","279.53","276.63","277.55","2025-11-26"
"13","277.55","277.55","277.55","2025-11-27"
"13","279","275.9865","278.85","2025-11-28"
"13","283.42","276.14","283.1","2025-12-01"
"13","287.4","282.6301","286.19","2025-12-02"
"13","288.62","283.3","284.15","2025-12-03"
"13","284.73","278.59","280.7","2025-12-04"
"13","281.14","278.05","278.78","2025-12-05"
"13","279.6693","276.15","277.89","2025-12-08"
"13","280.03","276.92","277.18","2025-12-09"
"13","279.75","276.44","278.78","2025-12-10"
"13","279.59","273.81","278.03","2025-12-11"
"13","279.22","276.82","278.28","2025-12-12"
"13","280.15","272.84","274.11","2025-12-15"
"13","275.5","271.79","274.61","2025-12-16"
"13","276.16","271.64","271.84","2025-12-17"
"13","273.63","266.95","272.19","2025-12-18"
"13","274.6","269.9","273.67","2025-12-19"
"13","273.88","270.505","270.97","2025-12-22"
"13","272.5","269.56","272.36","2025-12-23"
"13","275.43","272.195","273.81","2025-12-24"
"13","273.81","273.81","273.81","2025-12-25"
"13","275.37","272.86","273.4","2025-12-26"
"13","274.36","272.35","273.76","2025-12-29"
"13","274.08","272.28","273.08","2025-12-30"
"13","273.68","271.75","271.86","2025-12-31"
"13","271.86","271.86","271.86","2026-01-01"
"13","277.84","269","271.01","2026-01-02"
"13","271.51","266.14","267.26","2026-01-05"
"13","267.55","262.12","262.36","2026-01-06"
"13","263.68","259.81","260.33","2026-01-07"
"13","259.29","255.7","259.04","2026-01-08"
"13","260.21","256.22","259.37","2026-01-09"
"13","261.3","256.8","260.25","2026-01-12"
"13","261.81","258.39","261.05","2026-01-13"
"13","261.82","256.71","259.96","2026-01-14"
"13","261.04","257.05","258.21","2026-01-15"
"13","258.9","254.93","255.53","2026-01-16"
"13","255.53","255.53","255.53","2026-01-19"
"40,359,100","197.55","197.55","197.55","2025-01-20"
"40,359,100","203.84","199.44","199.63","2025-01-21"
"40,359,100","202.12","199.2","200.03","2025-01-22"
"40,359,100","201.94","196.82","199.58","2025-01-23"
"40,359,100","202.57","199.7842","201.9","2025-01-24"
"40,359,100","198.67","192.7","193.77","2025-01-27"
"40,359,100","197.23","192.61","197.07","2025-01-28"
"40,359,100","198.4595","195.19","197.18","2025-01-29"
"40,359,100","203.2384","199.4717","202.63","2025-01-30"
"40,359,100","207.08","203.58","205.6","2025-01-31"
"40,359,100","205.22","201.66","202.64","2025-02-03"
"40,359,100","208.7","204.26","207.71","2025-02-04"
"40,359,100","194.5499","189.91","193.3","2025-02-05"
"40,359,100","193.83","190.49","193.31","2025-02-06"
"40,359,100","193.015","185.1","187.14","2025-02-07"
"40,359,100","189.99","187.61","188.2","2025-02-10"
"40,359,100","188.8","186.08","187.07","2025-02-11"
"40,359,100","186.83","183.63","185.43","2025-02-12"
"40,359,100","187.99","184.88","187.88","2025-02-13"
"40,359,100","188.15","186.11","186.87","2025-02-14"
"40,359,100","186.87","186.87","186.87","2025-02-17"
"40,359,100","187.78","183.58","185.8","2025-02-18"
"40,359,100","187.36","185.5","187.13","2025-02-19"
"40,359,100","187.12","184.6","186.64","2025-02-20"
"40,359,100","187.47","181.13","181.58","2025-02-21"
"40,359,100","185.09","180.88","181.19","2025-02-24"
"40,359,100","180.76","176.77","177.37","2025-02-25"
"40,359,100","178.08","173.59","174.7","2025-02-26"
"40,359,100","176.59","169.752","170.21","2025-02-27"
"40,359,100","172.5","168.39","172.22","2025-02-28"
"40,359,100","175","167.64","168.66","2025-03-03"
"40,359,100","175.165","167.54","172.61","2025-03-04"
"40,359,100","175.75","170.93","174.99","2025-03-05"
"40,359,100","176.73","172.508","174.21","2025-03-06"
"40,359,100","176.9","172.25","175.75","2025-03-07"
"40,359,100","170.45","165.565","167.81","2025-03-10"
"40,359,100","168.655","163.24","165.98","2025-03-11"
"40,359,100","169.53","165.48","169","2025-03-12"
"40,359,100","168.12","164.07","164.73","2025-03-13"
"40,359,100","168.25","164.51","167.62","2025-03-14"
"40,359,100","168.46","165.81","166.57","2025-03-17"
"40,359,100","166.44","158.8","162.67","2025-03-18"
"40,359,100","168.1334","163.05","166.28","2025-03-19"
"40,359,100","167.03","163.14","165.05","2025-03-20"
"40,359,100","166.47","163.03","166.25","2025-03-21"
"40,359,100","170.5","167.44","169.93","2025-03-24"
"40,359,100","172.91","170.55","172.79","2025-03-25"
"40,359,100","171.9396","166.8606","167.14","2025-03-26"
"40,359,100","167.44","163.85","164.08","2025-03-27"
"40,359,100","163.81","155.3394","156.06","2025-03-28"
"40,359,100","157.13","152.21","156.23","2025-03-31"
"40,359,100","160.08","155.255","158.88","2025-04-01"
"40,359,100","160.275","156.53","158.86","2025-04-02"
"40,359,100","154.6872","152.18","152.63","2025-04-03"
"40,359,100","153.09","147.54","147.74","2025-04-04"
"40,359,100","154.93","142.66","149.24","2025-04-07"
"40,359,100","154.44","145.21","146.58","2025-04-08"
"40,359,100","161.87","145.81","161.06","2025-04-09"
"40,359,100","160.03","152.2","155.37","2025-04-10"
"40,359,100","159.86","155.585","159.4","2025-04-11"
"40,359,100","164.03","159.92","161.47","2025-04-14"
"40,359,100","162.05","157.645","158.68","2025-04-15"
"40,359,100","158.18","153.91","155.5","2025-04-16"
"40,359,100","157.07","150.9","153.36","2025-04-17"
"40,359,100","153.36","153.36","153.36","2025-04-18"
"40,359,100","151.06","148.4","149.86","2025-04-21"
"40,359,100","154.61","150.87","153.9","2025-04-22"
"40,359,100","160.02","156.35","157.72","2025-04-23"
"40,359,100","161.71","158.09","161.47","2025-04-24"
"40,359,100","168.24","163","163.85","2025-04-25"
"40,359,100","164.95","160.3801","162.42","2025-04-28"
"40,359,100","162.68","159.39","162.06","2025-04-29"
"40,359,100","161.374","157.155","160.89","2025-04-30"
"40,359,100","163.94","160.93","162.79","2025-05-01"
"40,359,100","166.7","163.66","165.81","2025-05-02"
"40,359,100","167.1","164.47","166.05","2025-05-05"
"40,359,100","166.74","163.13","165.2","2025-05-06"
"40,359,100","166.99","149.4901","152.8","2025-05-07"
"40,359,100","157.41","154.1","155.75","2025-05-08"
"40,359,100","156.43","153.83","154.38","2025-05-09"
"40,359,100","160.44","157.8898","159.58","2025-05-12"
"40,359,100","162.06","157.58","160.89","2025-05-13"
"40,359,100","168.34","160.93","166.81","2025-05-14"
"40,359,100","167.51","163.84","165.4","2025-05-15"
"40,359,100","170.65","166.95","167.43","2025-05-16"
"40,359,100","167.95","165.415","167.87","2025-05-19"
"40,359,100","169.68","164.26","165.32","2025-05-20"
"40,359,100","174.53","164.89","170.06","2025-05-21"
"40,359,100","178.13","171.88","171.98","2025-05-22"
"40,359,100","171.205","169.26","169.59","2025-05-23"
"40,359,100","169.59","169.59","169.59","2025-05-26"
"40,359,100","174.29","171.21","173.98","2025-05-27"
"40,359,100","176.48","173.0146","173.38","2025-05-28"
"40,359,100","175.4","171.78","172.96","2025-05-29"
"40,359,100","173.44","168.525","172.85","2025-05-30"
"40,359,100","171.0624","168.65","170.37","2025-06-02"
"40,359,100","169.8","166.68","167.71","2025-06-03"
"40,359,100","169.58","167.795","169.39","2025-06-04"
"40,359,100","172.36","169.35","169.81","2025-06-05"
"40,359,100","175.83","172.3","174.92","2025-06-06"
"40,359,100","177.915","175.66","177.63","2025-06-09"
"40,359,100","182.445","176.475","180.01","2025-06-10"
"40,359,100","181.75","178","178.79","2025-06-11"
"40,359,100","178.13","176.11","176.97","2025-06-12"
"40,359,100","178.3432","173.57","175.88","2025-06-13"
"40,359,100","178.245","175.82","177.94","2025-06-16"
"40,359,100","178.715","175.94","177.23","2025-06-17"
"40,359,100","177.8235","172.84","173.98","2025-06-18"
"40,359,100","173.98","173.98","173.98","2025-06-19"
"40,359,100","175.365","166.27","167.73","2025-06-20"
"40,359,100","168.48","163.33","166.01","2025-06-23"
"40,359,100","169.25","166.91","167.74","2025-06-24"
"40,359,100","173.36","168.5605","171.49","2025-06-25"
"40,359,100","174.65","170.86","174.43","2025-06-26"
"40,359,100","178.84","172.71","178.27","2025-06-27"
"40,359,100","181.58","175.5","177.39","2025-06-30"
"40,359,100","177.22","174.66","176.91","2025-07-01"
"40,359,100","179.935","176.09","179.76","2025-07-02"
"40,359,100","180.77","178.19","180.55","2025-07-03"
"40,359,100","180.34","176.64","177.56","2025-07-07"
"40,359,100","178.79","173.92","175.16","2025-07-08"
"40,359,100","180.28","173.88","177.66","2025-07-09"
"40,359,100","179.59","175.74","178.7","2025-07-10"
"40,359,100","182.61","177.5405","181.31","2025-07-11"
"40,359,100","184.73","180.7109","182.81","2025-07-14"
"40,359,100","185.41","182.39","183.1","2025-07-15"
"40,359,100","185.3352","183.08","183.77","2025-07-16"
"40,359,100","185.1873","181.5","184.7","2025-07-17"
"40,359,100","187.36","184.73","185.94","2025-07-18"
"40,359,100","191.26","187.05","191.15","2025-07-21"
"40,359,100","193.36","188.495","192.11","2025-07-22"
"40,359,100","193.36","190.18","191.51","2025-07-23"
"40,359,100","198.97","191.95","193.2","2025-07-24"
"40,359,100","195.275","192.13","194.08","2025-07-25"
"40,359,100","194.82","191.855","193.42","2025-07-28"
"40,359,100","196.66","192.99","196.43","2025-07-29"
"40,359,100","198.4799","195.56","197.44","2025-07-30"
"40,359,100","196.83","192.08","192.86","2025-07-31"
"40,359,100","191.6175","188.7","189.95","2025-08-01"
"40,359,100","196.08","190.92","195.75","2025-08-04"
"40,359,100","198.7","194.675","195.32","2025-08-05"
"40,359,100","197.38","194.4673","196.92","2025-08-06"
"40,359,100","198.37","195.22","197.28","2025-08-07"
"40,359,100","203.43","197.9","202.09","2025-08-08"
"40,359,100","202.16","199.8","201.63","2025-08-11"
"40,359,100","205.13","201.4","204.16","2025-08-12"
"40,359,100","205.43","198.64","203.03","2025-08-13"
"40,359,100","205.42","202.3245","203.82","2025-08-14"
"40,359,100","207.33","202.085","204.91","2025-08-15"
"40,359,100","206.14","203.41","204.29","2025-08-18"
"40,359,100","204.29","200.93","202.49","2025-08-19"
"40,359,100","202.17","197.46","200.19","2025-08-20"
"40,359,100","203.36","200.4","200.62","2025-08-21"
"40,359,100","209.23","202.13","206.72","2025-08-22"
"40,359,100","211.09","205.95","209.16","2025-08-25"
"40,359,100","208.46","206.4501","207.95","2025-08-26"
"40,359,100","209.57","206.39","208.21","2025-08-27"
"40,359,100","212.9","207.6","212.37","2025-08-28"
"40,359,100","215.34","210.97","213.53","2025-08-29"
"40,359,100","213.53","213.53","213.53","2025-09-01"
"40,359,100","212.369","206.96","211.99","2025-09-02"
"40,359,100","231.8","225.12","231.1","2025-09-03"
"40,359,100","232.77","226.76","232.66","2025-09-04"
"40,359,100","236.1299","232.38","235.17","2025-09-05"
"40,359,100","238.4","233.73","234.16","2025-09-08"
"40,359,100","240.59","233.38","239.94","2025-09-09"
"40,359,100","242.08","238.11","239.56","2025-09-10"
"40,359,100","242.57","236.58","240.78","2025-09-11"
"40,359,100","242.4227","238.5","241.38","2025-09-12"
"40,359,100","252.7499","244.98","251.76","2025-09-15"
"40,359,100","253.23","249.715","251.42","2025-09-16"
"40,359,100","251.95","246.58","249.85","2025-09-17"
"40,359,100","254.14","250.11","252.33","2025-09-18"
"40,359,100","256.7","252.0675","255.24","2025-09-19"
"40,359,100","256.31","250.81","252.88","2025-09-22"
"40,359,100","254.77","251.09","252.34","2025-09-23"
"40,359,100","252.96","247.22","247.83","2025-09-24"
"40,359,100","247.315","241.65","246.57","2025-09-25"
"40,359,100","250.12","246.64","247.18","2025-09-26"
"40,359,100","251.6483","243.2","244.36","2025-09-29"
"40,359,100","243.675","239.5707","243.55","2025-09-30"
"40,359,100","247.15","239.2","245.54","2025-10-01"
"40,359,100","247.635","243.105","246.43","2025-10-02"
"40,359,100","247.1177","242.47","246.45","2025-10-03"
"40,359,100","252.2","245.69","251.51","2025-10-06"
"40,359,100","251.55","246.81","247.13","2025-10-07"
"40,359,100","247.26","245.09","245.46","2025-10-08"
"40,359,100","245.555","239.6801","242.21","2025-10-09"
"40,359,100","244.84","236.685","237.49","2025-10-10"
"40,359,100","244.99","240.75","244.64","2025-10-13"
"40,359,100","248.025","241.1775","246.19","2025-10-14"
"40,359,100","252.76","246.79","251.71","2025-10-15"
"40,359,100","257.58","250.67","251.88","2025-10-16"
"40,359,100","254.88","248.59","253.79","2025-10-17"
"40,359,100","257.88","254.6","257.02","2025-10-20"
"40,359,100","255.38","244.67","251.34","2025-10-21"
"40,359,100","257.18","250.451","252.53","2025-10-22"
"40,359,100","255.86","252.7683","253.73","2025-10-23"
"40,359,100","262.51","256.1","260.51","2025-10-24"
"40,359,100","270.8","264.94","269.93","2025-10-27"
"40,359,100","271.38","267.17","268.43","2025-10-28"
"40,359,100","275.97","268.43","275.17","2025-10-29"
"40,359,100","291.93","280.45","281.9","2025-10-30"
"40,359,100","286.285","277.523","281.82","2025-10-31"
"40,359,100","285.94","280.3701","284.12","2025-11-03"
"40,359,100","281.8336","276.865","278.06","2025-11-04"
"40,359,100","286.7","277.88","284.75","2025-11-05"
"40,359,100","288.81","281.62","285.34","2025-11-06"
"40,359,100","284.5","275.74","279.7","2025-11-07"
"40,359,100","291.46","283.54","290.59","2025-11-10"
"40,359,100","292.34","287.88","291.74","2025-11-11"
"40,359,100","292.36","284.38","287.43","2025-11-12"
"40,359,100","283.51","278","279.12","2025-11-13"
"40,359,100","279.15","271.41","276.98","2025-11-14"
"40,359,100","294.52","284.23","285.6","2025-11-17"
"40,359,100","289.435","279.01","284.96","2025-11-18"
"40,359,100","304.25","287.67","292.99","2025-11-19"
"40,359,100","306.89","289.17","289.98","2025-11-20"
"40,359,100","303.96","294.36","299.65","2025-11-21"
"40,359,100","319.8","309.4001","318.47","2025-11-24"
"40,359,100","328.67","317.8164","323.64","2025-11-25"
"40,359,100","324.99","317.2","320.28","2025-11-26"
"40,359,100","320.28","320.28","320.28","2025-11-27"
"40,359,100","326.88","316.94","320.12","2025-11-28"
"40,359,100","319.63","313.98","315.12","2025-12-01"
"40,359,100","318.6","314.22","316.02","2025-12-02"
"40,359,100","322.04","314.28","320.62","2025-12-03"
"40,359,100","323.099","315.59","318.39","2025-12-04"
"40,359,100","323.83","319.98","322.09","2025-12-05"
"40,359,100","321.23","311.91","314.45","2025-12-08"
"40,359,100","318.7089","312.62","317.75","2025-12-09"
"40,359,100","321.87","315.4","321","2025-12-10"
"40,359,100","321.99","309.88","313.7","2025-12-11"
"40,359,100","316.14","306.96","310.52","2025-12-12"
"40,359,100","312.7","305.74","309.32","2025-12-15"
"40,359,100","311.845","303.83","307.73","2025-12-16"
"40,359,100","309.195","297.45","298.06","2025-12-17"
"40,359,100","305.26","300.63","303.75","2025-12-18"
"40,359,100","308.99","302.34","308.61","2025-12-19"
"40,359,100","311.7","306.59","311.33","2025-12-22"
"40,359,100","316.3","310.75","315.68","2025-12-23"
"40,359,100","316.29","313.32","315.67","2025-12-24"
"40,359,100","315.67","315.67","315.67","2025-12-25"
"40,359,100","316.5599","313.72","314.96","2025-12-26"
"40,359,100","314.97","311.9","314.39","2025-12-29"
"40,359,100","317.7","313.25","314.55","2025-12-30"
"40,359,100","315.39","312.2","313.8","2025-12-31"
"40,359,100","313.8","313.8","313.8","2026-01-01"
"40,359,100","322.9138","310.65","315.32","2026-01-02"
"40,359,100","319.25","315.249","317.32","2026-01-05"
"40,359,100","321.56","312.34","314.55","2026-01-06"
"40,359,100","326.465","314.5","322.43","2026-01-07"
"40,359,100","330.54","321.99","326.01","2026-01-08"
"40,359,100","331.48","326.25","329.14","2026-01-09"
"40,359,100","334.44","325.51","332.73","2026-01-12"
"40,359,100","341.2","334.35","336.43","2026-01-13"
"40,359,100","337.03","331.14","336.31","2026-01-14"
"40,359,100","338.13","331.29","333.16","2026-01-15"
"40,359,100","335.2399","328.17","330.34","2026-01-16"
"40,359,100","330.34","330.34","330.34","2026-01-19"
"5,094","429.03","429.03","429.03","2025-01-20"
"5,094","430.8999","425.595","428.5","2025-01-21"
"5,094","447.27","436","446.2","2025-01-22"
"5,094","446.75","441.5048","446.71","2025-01-23"
"5,094","446.65","441.4","444.06","2025-01-24"
"5,094","435.2","423.5","434.56","2025-01-27"
"5,094","448.38","431.38","447.2","2025-01-28"
"5,094","446.88","440.4","442.33","2025-01-29"
"5,094","422.86","413.16","414.99","2025-01-30"
"5,094","420.69","414.91","415.06","2025-01-31"
"5,094","415.41","408.66","410.92","2025-02-03"
"5,094","413.9199","409.74","412.37","2025-02-04"
"5,094","413.827","410.4","413.29","2025-02-05"
"5,094","418.2","414","415.82","2025-02-06"
"5,094","418.65","408.1","409.75","2025-02-07"
"5,094","415.4624","410.92","412.22","2025-02-10"
"5,094","412.49","409.3","411.44","2025-02-11"
"5,094","410.75","404.3673","409.04","2025-02-12"
"5,094","411","406.36","410.54","2025-02-13"
"5,094","408.91","405.88","408.43","2025-02-14"
"5,094","408.43","408.43","408.43","2025-02-17"
"5,094","410.597","406.5","409.64","2025-02-18"
"5,094","415.49","407.65","414.77","2025-02-19"
"5,094","419.31","412.54","416.13","2025-02-20"
"5,094","418.048","407.89","408.21","2025-02-21"
"5,094","409.37","399.32","404","2025-02-24"
"5,094","401.915","396.7","397.9","2025-02-25"
"5,094","403.6","394.245","399.73","2025-02-26"
"5,094","405.74","392.17","392.53","2025-02-27"
"5,094","397.63","386.57","396.99","2025-02-28"
"5,094","398.82","386.155","388.49","2025-03-03"
"5,094","392.58","381","388.61","2025-03-04"
"5,094","401.67","388.81","401.02","2025-03-05"
"5,094","402.15","392.6777","396.89","2025-03-06"
"5,094","394.8","385.54","393.31","2025-03-07"
"5,094","386.4","377.22","380.16","2025-03-10"
"5,094","386","376.91","380.45","2025-03-11"
